id,category,question,followUp,intensity,type,tags,energy
q0731,Philosophy & Future,What should AI never be allowed to decide?,Who should set the rule?,4,question,philosophy|future,2
q0732,Philosophy & Future,Could an AI ever deserve rights?,What capability would change your answer?,4,question,philosophy|future,2
q0733,Philosophy & Future,What human ability will become more valuable as technology advances?,How should children develop it?,4,question,philosophy|future,2
q0734,Philosophy & Future,Would immortality make life meaningless?,What would you do with endless time?,4,question,philosophy|future,2
q0735,Philosophy & Future,Is death necessary for life to have urgency?,What would change without it?,4,question,philosophy|future,2
q0736,Philosophy & Future,What do you think people misunderstand most about ageing?,What are you beginning to notice?,4,question,philosophy|future,2
q0737,Philosophy & Future,At what point does ambition become dissatisfaction?,How can someone tell?,4,question,philosophy|future,2
q0738,Philosophy & Future,Can gratitude and desire for more coexist?,How do you balance them?,4,question,philosophy|future,2
q0739,Philosophy & Future,What is the difference between confidence and self-deception?,When have you crossed the line?,4,question,philosophy|future,2
q0740,Philosophy & Future,Do people need hardship to develop character?,Can character be built safely?,4,question,philosophy|future,2
q0741,Philosophy & Future,What is a responsibility you have because of your advantages?,How are you meeting it?,4,question,philosophy|future,2
q0742,Philosophy & Future,Should people be judged by their worst action?,What factors should matter?,4,question,philosophy|future,2
q0743,Philosophy & Future,Can justice exist without punishment?,What alternatives are credible?,4,question,philosophy|future,2
q0744,Philosophy & Future,When does loyalty become morally wrong?,What example tests the principle?,4,question,philosophy|future,2
q0745,Philosophy & Future,What does it mean to live authentically when every identity has social expectations?,Which expectation affects you most?,4,question,philosophy|future,2
q0746,Philosophy & Future,Is belonging more important than individuality?,Where have you sacrificed one for the other?,4,question,philosophy|future,2
q0747,Philosophy & Future,What should children learn about uncertainty?,How can adults model it?,4,question,philosophy|future,2
q0748,Philosophy & Future,What would you preserve if civilisation had to begin again?,What knowledge comes first?,4,question,philosophy|future,2
q0749,Philosophy & Future,What do you hope humanity understands better in 100 years?,What could move us there?,4,question,philosophy|future,2
q0750,Philosophy & Future,What do you hope people closest to you remember about how you lived?,What can you practise now?,4,question,philosophy|future,2
